;avg_spending;favorite_purchase_cluster;likes_sales;favorite_browse_cluster
205febdb3dec40b8d37924fbcb0614a2582eebf5;719;9;1;9
209f492613c87f9414ea58bc18fdfd889a2dd7c5;770;0;1;9
20a1405bc716f5bd9327988d6ecd5cd4080cae60;550;7;1;3
20e175ddc13959b74aba1edb7e5ee179dd983ab0;800;7;0;2
20e28c15088057d716290a5e9a7e49cd19260c7b;420;2;1;2
20ea9785b8bd6f6fd2c0578fd0b287493752a9c2;150;2;1;0
20eae6083d9bf1c3b530f27ee80dd74f679b5ae4;460;2;1;9
20ec59d3590aa39672f6fae17919863f2c927054;240;9;1;9
21090edd20212e0e4297bab5f99a0a4078ec9799;200;0;0;0
210ae9e7ffaea4d56e2f686c2ff440d5607b291f;500;1;1;1
211686f80454888af418a57bf8756172fb35cd8f;120;6;1;1
21275ae43f64241038d26c650cb8cc06319f1daf;0;0;0;0
2129065e56708067f73fba5b3aa628a4b012f3e8;425;0;0;2
2139750cc6c0dcd1eaf672388b562a35b23b4ba4;190;0;0;0
215b846b78e9ffaed60b7a76a58deca68c1ca9a8;310;2;1;2
215f63f4fe260832dbe0161ce80e586e03e3b896;683;1;1;3
2169739387c1677187452f823dd0b0d8a84246d2;999;2;1;3
21948a7eeb49b91701a15bca9436d9c18ccf1bdb;719;1;1;2
21991396c922bf3d1cc58a3c0a25109feb071ad7;490;2;1;0
21b182552a1c600bcc87bcc0bfaf0aeab65d6293;665;2;1;9
21d008f9a6917451298010e1d09dc33670210db2;630;1;1;1
21d7c16f4ccb686922f52090963f5152078aa7f1;1302;0;0;0
21e7a4d1f7b4aae07f05f8c5d73940810d81daf7;250;2;1;2
22018e27f95fa832d6ef4ac6ccdecd62439ac65c;502;9;1;9
2209fe681a28e3550ae51176d729871257825ba5;1300;2;0;3
2224b4ac4dc75b9e08844e59f0274e667051fbe3;880;1;1;2
227168777b7b4392e42d33c412291494aba57c7e;304;0;1;0
227445e77e7dd41a063437ca7a77e901612869cc;230;9;1;9
2279cf56cb3287ae8cab8aa0cc4ee7018015f06c;646;3;1;1
2282271184e1750231aef49cf08eeb176dae19b8;929;0;0;9
228d5a115e3e570ee84f454addee1f5748610445;440;1;1;2
22c72676db60dc87110cfa371f90b5319860dbd4;1240;0;0;6
22c7b75ad710ac01d444a992c61e38f0b7039335;640;6;0;6
22d5cb02da4dbcdc9405c65419e747d8604b4ec6;619;2;1;2
22e0492cc91eb89349c3d96c2324adbb60e4689d;480;7;1;7
22f20b519ab3a906ae69da52852a95b4a95123dc;140;3;1;9
22f525057aa2bab82a4831674375e354e2eab730;400;2;1;9
2317b2e1213c9e70d850cbae6d629019636868d6;2100;2;0;3
2341c250c17399f4beed764609454e9381a56b62;173;9;1;0
234c825029b0ccea1f3663d96431da58792587c1;600;2;0;2
235354ee0d81400e8d48d0b52bfc1ea9972523c1;685;7;0;0
235b3812cff48bae28f4faeea5797e550348e313;784;1;1;1
237265ce46e85af73e5b748f657efb55c97d8e6a;300;9;1;9
237fcd96975f23f4c744e80281cfc920588fb186;540;2;1;2
23903eee3ceda27b824bdae70ccd547588f15a5a;350;2;0;2
23a50435ddb3ab61af52042364ff4a8a154dc6ae;265;0;0;9
23be15921e504c92f0f0dc3dd937adef1ad9afc1;831;3;0;3
23c1356cbc559251e0ed8de407bb7ed0c11fd4ca;1010;9;1;9
23c3487d006cfc8d800e72595b309c68b0370214;470;2;1;9
23c565457029c1c8d94cf849fe2fc1accd9a0e3f;580;2;1;2
240306f5fbcaf2ff134726da30d09f4d7531d66d;415;9;0;9
2404b19a203ae11ee57b6e09354fc15fa0d1db66;149;1;1;1
240d2ff4258bab8aaacaf1fe06be3b0da984339f;250;2;1;9
243d8f32cb54321335f045ffb06c9f932aa4de19;110;2;1;2
247580524bcf23cc1b7c58e282d17c80704e326e;1800;1;0;1
2486f042fda2825d0e297fe4ac418643bed5bafa;1070;9;1;9
24d10de651572267a0d3a1cc36dedb7a6fb5b74f;750;3;1;3
24f7a87e08dae57851b45bc64a853e04bc284cdc;525;0;0;2
250b8b0f23430439f1526798ec5f0063374c15ed;1082;2;1;1
252ad73dac01389226f78b23107c258e592b39ec;489;1;1;1
257143509a19feec54ac5a75dc1f6cb276c6f733;455;2;0;0
25826f4c361f4e1e9710878773b1b13a76cf6315;307;2;1;9
25a9c3193e4905236a43383ee625d43fa8e7b26b;860;9;1;1
25c424bcebd0213d690e22f2c9e22dc70e2cc3d6;292;1;0;1
2603f6b1bc558a6d8c379426bcbb67e16fa77d0c;370;2;0;3
26253bb7706e962a2617db1761d74efc0bf51d4a;430;7;0;7
2644962773a14c831253c5549838325cfcc26ee0;590;9;1;2
2658fc739661fc75a405cde2360b8823790dfe93;470;7;1;2
266732677c3a3b5143e3ec8597d86a0a15512fbc;380;2;1;7
269cac1905ea40809eb5d69f5b060d4ccdbf9051;350;2;0;9
26cbd037ed4654cc49e777c5e6946a71f5599f60;1055;2;0;1
274609dbb89b7d1382663b92fa524ac696b51727;290;8;1;2
2747749648360acbc1c5071b13dad33f6de002f6;150;9;1;9
2757f1358211256904938a8affe973cb5be28b94;660;6;0;6
27928cb6aa390f247a8dec72ebfb9e786f8c445f;909;9;1;9
27a13b3c759ab009adae03c23194dae63a0d63e2;600;0;1;9
27a2062e4d20d7412dc8e4142b47a61d9334c29d;110;7;1;7
27af893e3d80faf6ca0c8e5753037797316e7052;926;9;1;0
27afc07109107f11ae4d938fcf8fb22ca938ee91;709;1;1;1
27b0074e46c28721213342880adcbe8413b9ee52;490;3;1;1
27b0111d0a2704066d60e9c8e27bbc267e7fcdf5;445;0;1;0
27b09efe5c6495740cfd2ea07dbac74a869a031d;501;1;0;1
27ba39a2584ee279c1b69abf9d3a8eec5550ed13;550;1;1;1
27d9662b3570b31de027da237051653f534f8304;689;5;1;7
27db27bdf9a227046eccd371bd74e49eff22a173;350;7;0;7
281371d4e60719c6550e6b1eac2e976be229ed4a;1120;7;0;0
2855b5af2814dfb72757d8f0e0ce3b2124f5637b;359;0;0;6
285858b2342273da6a6fd247e20b75e5119b8dd1;220;2;1;2
2872b39d7af76ad7bcad3d1908fb3f13bc9fdc8e;983;2;0;2
288df7468dbf1481e313de9228fa60a65f5331da;1500;7;1;7
28a63b25d07361e7102580cf03712356f04498fe;200;3;1;3
28a7363440c9a3718bf3294eb8cb99902d90bfb7;550;2;1;2
291a3699c6619784416b88e2fd129f9c09d2a020;530;2;1;2
2920ccfd5e55177c4a363bb99ba68f588adf2700;720;0;0;0
29235eee21bda5003859814903a0cd872e1f3757;630;9;1;9
2927f1ef23f82c456a62305db83db17286df6688;502;6;0;0
293788eecc20a4bb5e88e3eb7fa9d4d71acada29;1250;2;0;2
2944847b185e73b745f8e90b55119bab45bddaba;773;9;1;9
2949428445f9bbd4b96715c14725489f001e32e2;433;9;1;9
2961d29cd6fbd3f6c98b78b5da6ac7ad9acad9ff;400;2;1;2
29779e6822ee8c13cae9bf59e614e4352a49934e;360;2;1;0
29a00279097b28e553341d88a5d1cd87767c513d;534;0;0;9
29ac355c186aeb8f3c408ef7ef35502c24c74370;150;2;1;2
29b4b0554edd1bdf4b2bbd19dec86b45bda7d1bf;550;2;1;2
29e3dffe22944f129c162b893c9e14bb712b2ac8;444;1;0;1
29e4bf045f8f386d0f56f9328615f9a389db91c7;1265;3;1;3
2a08a8dbb440f215f3e5e78d448da1f0ed724837;247;6;1;9
2a1247246cde434068a9cd84f68847ad967365c3;685;9;1;9
2a32c05621ef6bb3c3ae5d1989fc511105f83ddc;390;2;1;9
2a46777e92f38002d52a88544f3ab506a9a35a1b;534;9;1;2
2a59731dc527a0a7675555ad5e6b6ddf6c981f4b;631;1;0;1
2a64d9c8e52600e018713d4e0072abd8f1fa5ffa;1578;1;0;9
2a800cd9c1fb874ee6119d234540830b06d0b38b;470;2;1;2
2a913afe050f26bdf56869e1b28e39780c8f2981;350;2;0;1
2ab6e2714c07de9a8bbca642ff5dd19715bbe803;716;1;1;1
2abbe126cde7d547dee69e3bb6540d2492273a1c;637;7;1;6
2ad327c3b7f854c19ec48e87b754b34439ca317a;1200;7;0;7
2ade1c2f342f3e9db255088d3d40360478c9ef2f;480;2;1;9
2ae31f6c5030adf14bb5165306c77e0aa59433b6;380;2;1;2
2afa1ba1733a269b93c50b8b4f6852dc6c0475a0;300;2;0;0
2b050dcd5c71620cca3ade08243dbc4a982c4f78;197;0;0;2
2b2cacf1b6dcd368dd45327f68478b00025f8fc5;560;6;1;3
2b66c6a82275d32aa24a17a4a5ea32d093399ed2;369;2;0;2
2b66e3844393f28ae966093a4ea32dcd58768603;810;1;1;1
2b71701ae50f7027ba36c2725258a20e8aaa8d56;2689;7;0;1
2b76f9f400d5bf741a27554cf038509cb28269b3;699;0;0;0
2b7af5c7f9cc4331b1c82e19f73b0cd807dcdd8b;0;7;0;0
2b7d552f56496a9e6b5f77c2566c34106c78252a;130;9;1;9
2b8ef17d1a23d0c7ddf0818be757da2be885b43d;900;2;0;2
2ba2ba9f4246be26f8be25048a27962d43451ce0;600;7;0;6
2bbeddb36c0abcc8c2b31a1bf39cd5c74c05dc7d;240;3;1;2
2bc230d4672c4e863a7eaa62d0038f5f9e1eb3f4;919;2;1;2
2bd0292eeab73b5454e29aa6e93df4429c6c3879;540;2;1;2
2c06b7058c2790e3f8dfb0dfb4f70c677869315e;1310;1;1;1
2c0ad4f0e39906521a31ed659d5273db748c3616;840;1;1;5
2c27d4f03c65ea2051dff482a56c987d7023b0d5;300;0;0;9
2c3506ff5a579bed5ad7947c443437fd5edf62b6;560;2;1;2
2c4af53775811682ef2294cbed07a5cfd601b30e;90;1;1;1
2c6c3c4de23a313df10e9babe07e97f1dbc86790;800;2;0;2
2c70c18a484f45b8877c8a30bf1e93a2d04ff2cf;600;7;0;2
2cc8fc060dfe9f95b854f27dd69b13359c0339c4;960;0;0;6
2ceb76341f0399930fc6fa3058c8dda8f2473d11;40;9;1;9
2d3b25e558a37db1ea11698a7d326e16b5b39bbe;503;9;1;9
2d3c809ddc42e7413a0ec505f61e925c1196eed9;170;9;1;3
2d4f6ce3b6c8ee0a1308341dbebac1b95f41095f;479;0;1;9
2d70269ef62093c83524435cfc71e7ecd7240614;496;7;0;2
2d74921e41c18eea2496624bfd236f589a667e5d;160;2;1;2
2d8bd1ff4cdf3cdb061a8b6184744bfcba355037;545;1;0;1
2da37e0525bdfd4901052586692ad8a6240dc6cc;383;1;1;1
2de5a5dba25cded81dafe857146c7f9f6fe5ccff;215;2;1;9
2df76189e823e3e09b163db1c2bc938ad604dd97;1410;1;1;1
2e0357c224c49e29900136aecaf7c86dadf4781f;310;2;1;9
2e09ae399049c9fda1597c95e0e9cb6a5b6be2ad;760;1;1;1
2e7241a70d2f0da1f421cc56d2adca2188029e74;685;7;1;6
2e7e5ecd2c8629e44b3e77a7afd08f19dfcd8705;398;2;0;0
2e8b94b31e9ad96dce8998b43099c527a61bf939;1999;1;0;1
2ea6085c8ac7977f677498dc5b3b98834b47f4c4;200;2;1;0
2ec34c095c891bd4167e5824c62d2c5ee4de9b03;629;0;1;9
2ed211d1f8760fbd8e151ad4a10b3798391bb123;950;1;1;1
2ed2ac435854189baf095333cf45dd71d9e6363e;1060;2;1;2
2f1f42e88cd92da32c5bd867945d2e620a0ab105;170;0;0;2
2f253aa9a8a86e266b2be410eca4a7b52ed4b240;549;0;0;0
2f39a5b3468c2b10faa47d1e0b2816d5c6ac7371;260;3;1;3
2f3ec4288de6fa49cb9ace229157d13990a47308;1400;2;0;2
2f4317ad0935ff3fc9c3a74ffd79a0960ccce84a;207;9;1;9
2f7222981c79ec4e1e19ee6d0704740f447f12c7;130;9;1;9
2f9f00b8313496770e9fff894b411a3cdd278496;1117;1;0;1
2fafd3a9f92f69c1d0d5b73fe32361669ad882b2;730;0;0;2
2fb6454cd41ac591d454916909f3013251f00ec3;200;3;1;3
2fb6e7f103fc11c5b2697812642b7bd4809e167c;716;0;0;2
2ffa70e125728605dea742b78b5dd4bd43e8acd8;330;2;1;9
3014b241dd53f5c0900fa5806d52d50748cfa648;250;1;1;1
304d41eea74257b610be3ed8819283728dceeab5;323;0;0;1
30543fea0c16ddbfa19484b96350a7201e9f95ed;781;1;0;1
3058c9b32378024a6ddb7cb7dda004f286b12f2f;460;0;0;9
30634aa2bea6c8cae81770a3be8d7685508bb6a3;299;0;0;0
307ad531302e2ae71b5dbe8bc6314bc6b3a86a57;320;2;1;2
3083067cfd0f9348f897332f980a5c707bf7daad;917;5;1;5
308f3c460c02725a183d2e5d1291328069703cb4;290;9;1;9
3091c0aa1903b026979967188170ba73ee23180d;720;9;1;7
3092e3a6319ece5029e1856b329851c51c6be772;630;7;0;1
30b8e189c473c6d0c768294b177c27e91cb4f6cd;400;0;0;0
30d919fafcca2398bd3888360f91b080291fb6ed;1477;9;1;0
30eb62dbeb22b04f279aabde1aa2b22c548e3597;150;6;0;7
30f712dbed07c459a75cee29fe95c696c899bc6d;447;3;0;3
3107747daeacb35ae8e12976efe6c162f7e522ce;700;7;0;2
310d571c322f55172f6b1b76b4fe0493a9c52908;385;2;1;0
31111881404bcfff86c3b215bbfe7f39d2488d1a;130;1;1;1
311e8618e7f27fa79d7bef0b01b7368517120e07;1440;1;1;1
312cba8444b8a51e15262882f0626ccebc15b7da;1200;3;1;8
315e83177a19bc56cbeb15fffcb3b5f9afc662c1;606;2;1;2
3166fb4318cdb0ee9bf82ac9948620abe418a1f7;844;9;1;9
316a78a76c518068d433cc013435542df45fc6df;305;2;1;2
318327016fd4d0f1f92c452bb32a9c5995be6638;180;9;1;0
3199a00b63be883f1f541be168b48fd4cd0b93c4;150;2;0;2
31bcefa9588985039cf8f2a74e5b4376d7d74d9f;1098;1;1;1
31de4aa743153927a30894f39452589b3d42f427;0;2;0;0
31fb5f986d9c71959bbed71128e693104fe08707;700;9;1;0
321d0dcc5d85ea2233f0a40f73dd9f1b229386d8;300;2;0;2
321ee078fc28997dd4e5e1ceb275927068b0cec9;749;2;0;1
3227a16c6d37dea36b5743bd2b104ae2e29f1757;397;2;0;2
323c81969b854f8b0ec11017e4e6a2ba5c901c29;180;9;1;9
324e8d2037a269ef22469f88d6d236b27ee43b1e;185;9;1;2
327a97332acabc3c974a5f058d3f44337004abc9;339;2;1;1
327cf6cbe3f45bba381c648a18235c3d27b7bb20;634;9;1;9
327ec84146862d43e03dbb6f18a2c061511deb14;470;2;1;1
329004c91f1529f3139b15556a28c28a5b9998bc;350;2;0;2
32a0f407fb3acaeae740075b5f1267db0d5ab825;396;0;0;0
32cc6970f0527da2df114b4e02156a57360ff28d;305;0;1;0
32d9509165c6fb2817cf30c78152b4bf24750805;150;7;1;7
32e8df05304bdeaea0f3add40ec16ec265874789;80;2;0;2
32ebef7cabc70a62684c4abd2ffd5e23d9976b17;1245;1;1;1
333c72f165bdd598b645001ea9e2d65eb8179913;379;2;0;2
334ae88074621009df9175a95d55249f6ef54675;489;1;1;1
336febe6576882a6a059e4fff188d1fceaf23188;220;1;0;0
33746b994545b629a8c8895690cd9db3ef013e1d;850;0;0;2
3386ce18a2b82a2ea54bbe7b55fae3b6d1d2b801;299;0;0;9
338c169e013445bdd7b15d5789497fd5bfaa63e1;1409;1;0;2
339890e8f61e6c89444f9eb530218f8d0ce68a0a;380;2;1;9
33ba5057b68ba37db17f69e41153d29ce891d82d;800;2;0;1
33be2de773fa970f0c3d28ccfd6d902aaef1616f;465;2;1;9
33c8c5e982c574cb4229f037bc7265a045aeaa22;1514;9;1;9
33f86faf78b04cb969bde9fcd13873f3ec2560c1;360;6;0;6
33fbe204dcf130581a14c289d5e1c3672653b065;1660;2;0;2
33fef13e10cff28cecbd58e308b7c19833859e38;350;2;1;7
340527523546a30f2b76df6d9362d2eec8a6252c;470;2;1;9
3417da5c47a74e3b3758a8600f60b3ffbdae13ab;320;9;1;9
3429471e34ab88b65d7ed28b78107791793bf306;250;2;1;2
34487767ee17904ccefafffcab4376d46d70584d;553;2;1;9
34556d3fd68f3b0b2a6d7450b2984491e418b906;800;1;0;1
345f515bca28b1d42f257b950131e79606e9b5e4;945;7;0;7
3461ce6e6928984a4429554712330fe16e5de334;2000;2;0;0
346b7c38d2bed18e4499868b05500c56ae5d0a5d;440;1;1;1
347414a93000f6bf66ff963cc995ee22c2a310a5;320;7;1;1
34830d44c5f3412d694ce7a4cbab0353b56dc8b4;440;1;1;3
34833071e4874e3c11cfb59cd4d431def9074c60;700;1;1;7
34a54c52ab1a0c0aa10316a34bdb0d4c9df227c6;310;2;1;2
34b2ee6dd09cc102890f9fc8348962a9c7d1d197;1838;1;0;1
34bf439b459ffa5f925e83859873958e632e7443;534;2;1;7
34cccc218b825cffd6a329309f824adf9416fb76;100;0;0;0
34d095483c389b6607b50fefe9f4c514c897730f;653;5;1;5
34d58cb16acf7ac2a9af2abf835fecaa7a01710d;312;2;0;0
34d7c7cdd6da4e3ec5a0e2ac984b6291f2261613;2010;1;1;1
34eb4e33f0dd36e974f56bde3dca6f14428be714;120;0;1;0
3502a7a68bd7098ef1536b38db150105d46ba180;280;2;1;2
350e3b9321aaa36ebbd28af32bdebb8e8e849a3c;600;2;0;2
35250cd7f078ab1914fe61011b52da1af5be994e;999;0;0;1
353b610638e7ec425bda72135a0c4fd074bd77d1;899;9;1;9
353edc9b963138af7b8eb9e47f9a59db615f4e57;290;9;1;2
357dbb2683f2cdbfa3bed7d0ecd66f073cc3d152;617;2;0;1
358ea411e1fb6a0a37e759d4b614b79541e8e87e;350;3;1;9
35c918f4a50ecd4fe83150bc3b107edee3199149;180;7;0;9
35d8f85cba9d7aba3146e1ee1b7f91d48b097bb2;170;1;0;1
35e0f382400304a634b709db296af78fe5bcafa1;250;2;1;2
360c419207558b42063401a8f7b09f9aedf4913e;5634;1;0;1
3619b61ffa3d99badd5f4cf2778bebf07e4b2646;1217;1;1;1
362e3ae14c00d4b0ab6f3b4271f623a7ada60de0;260;2;1;2
363453ebd60428e3918c7708852dacbeb492c393;180;9;1;9
366cb66be20d34b08be5fc784fd46b0dfb54ef67;353;9;1;2
367c5025faa6fcf20eecf39751b79aa5db52c43c;861;0;0;0
36943f8f73aaf033ee7efa0997a7bc0c8928b4b6;552;1;0;1
369d8a156dfa3d96d1a109e519097a075820d012;2438;9;1;9
369e46a61afeb5112bafbdee18d9cbe6fcc96f65;1259;6;1;6
36a26008879cce4241217c72383d696c392f5d1b;480;7;1;1
36b4cf22084ddfeba80893e4663771c50748393d;520;2;1;2
36c0aabdcda7a12e63b218f1dd6beb42a95e2113;450;2;0;9
36d35668dd3d1bed6e6f1a3a7294421e46929f44;630;0;0;0
36ee341a776b33c462ffb0df1b9090a2bf753ea8;757;9;1;9
36f4bd14c085492e9599ebdb8dad9169426dd6a3;350;7;0;2
37124c001bac5a9ae2d34a1e7e0a1996b8b90fb0;500;9;1;2
3715e9f3064120781c484fe616755ee06972187a;470;2;1;2
371f628fc6d9cc915e8d05e6e07533c4ecb2c44b;2753;0;0;0
375166a9b451608a0b26ae4a444583b56fd7e30e;350;2;1;1
376424005c40a30c35ac9b6ec2d6647bff2db1fe;290;7;0;7
37683cfca189808153947ecb78b5ba2e978ed03c;480;0;1;9
378766c266030f1299573474bcc13f8c3038d14a;290;0;1;9
378ceeb79bf6a5de5bd48e615a04b532572bb129;2007;0;1;2
3796dc458cd938aa1e709e80aed4fa912366e53b;310;2;1;2
37978b1a2011ead7977137d9d8e7e3c7283a533f;920;1;0;3
37aae438f35548f92f235b429f6af01ecced7af4;527;0;0;0
37acae01a922c8923836579b38aa4927ba8bc971;1370;1;1;1
37bafe58071e1c4913d2e1f503d2552fa856bcc9;75;1;0;1
37efa0d746646a8d82fa154ab430ab3426876d6e;640;3;1;1
382b9db4019b696dddd4edb632ded861d95cb36d;515;0;1;9
3847a0373684fb14f500d11a34d76534a1fe18f0;0;2;0;2
384f9cda01287a63fe4765e7d81fe59da85af31b;399;1;0;1
385029bc3f83c334f9b5d25e0f7af1daf5001ed7;900;7;0;2
3854a071faf9dc6049fcbeacd595c8ba2b0f7ad7;379;2;1;9
38552b64d9ed8018f44015e5d91327e136593760;456;0;0;0
387ef1e0b137bd6c06d29a33443797455d9cd8ff;1284;1;1;1
388df514f3ada30bab656c86a4d64bd131898640;250;6;0;6
3890c6058715b317b4e33d3f352287b35947ad81;344;1;0;1
38af9d58917305d4e0d2d0d484df4839d3141bef;630;2;1;2
38b045c18969739dfd722490bcdc942f738a17a4;1610;1;1;6
38b537a762c5f1c6f18bf4c32f27d4f44808014a;1000;2;0;2
38c7394a13cff3cb01b8c797c654fbd0c0f576dd;615;2;1;2
39075ac5e97a00253f36cd9bb8514e156796dfe0;989;2;0;9
390c92b9019c498b8f508cb1c41f983611e81e84;1600;2;0;2
391cf1126e3a43ed33e8ad8ee37d18416abe3e0f;130;1;0;1
393f5cc5eac672b303edfbc4d50f504c9198aec8;950;7;0;7
395b07f0e04ab07fe567b90f4a782c70a1bb3d6b;180;9;1;0
397013344042809e00f21206e7aaec63ae7e48c7;660;2;1;2
3975eae7ed38b4da419162b399febac9268ea4a8;180;9;1;0
39ae474e65aec98098f80cf8b11b84cac70cb585;420;0;0;0
39b6c02495ee3ae4d4a708bc110c310633cb9f83;1017;0;1;3
39c314c8183a25abd672167515d33278f2579440;343;0;0;9
39c394e0b1145ad3b589b6ca2be97132bd720569;470;2;1;2
3a2904f141fabdbe099487602af0b72f1817d2dd;283;0;0;1
3a64fa2026f3899c33766629e11b992b8c394f86;400;1;1;1
3a6601471b93be8b7a9fb881bc75ef5989dcd61c;432;0;0;0
3a70c6fb94951a1cd9c00d1f5a2cdeec7c8a7ba2;380;0;0;0
3a80ffbef77cdc9aa8c7902707f876644a82dc38;579;2;0;9
3a8d27aa3039ccff6c0ceb21da787c69c7f5ae8f;425;0;0;0
3ae983647e844adc90f3ad69808a08ae0c230a40;0;2;0;2
3b0b5870121986fb4134eb5f9258caf3decaa094;280;2;0;3
3b1c08d6b37c9ef56143529c37b120efc732d360;520;2;1;2
3b49e49f8eedb061bccb84e68f2a0ec1d0aabe91;0;0;0;0
3b727149e78b6c77e7f241c4a98cf218b081eeb5;400;9;1;9
3b7f2d0c654cd20d4b8ec8a168cf046a861cfbaa;65;0;1;0
3b838543bf1d8f038fff3c7cf0fd0418e20b0a8b;244;2;1;2
3b8823cb607e1d781a826f552ad999613cf97cf5;1100;2;1;2
3b8dfd0bc0a9d741daf87a0800d02c89e892c007;1260;1;1;6
3ba27d7d164e4afb11b201d09a7747244bac51c8;140;7;1;1
3ba299c1d5836948d784bc82278cb967ced8f2cf;300;2;1;2
3ba2dc17ba528226dda6537ef1ed89c7be167bf7;310;2;1;2
3bc319cc96d4bd94951a96fc150df9859f0f65d8;690;9;1;2
3be39af9e56d9963f6b6584836b3d46c392d2a27;655;1;1;1
3c06c489fda71a60339cad115b242d385fb16dda;821;7;0;3
3c2605c48c57e8171dda09d2026c97e5e5832539;336;7;0;3
3c39c50ab745cc0051a62d0a852b1d8f0f8d6282;673;1;0;1
3c49c85e5b319c884fdfe6a90ce300dbffbba313;130;9;1;0
3c4c1c582186f39aac8c55945db12c7737c9f095;600;2;1;2
3c4f145a7c3eb3b8a506fff6554f56df031029f6;875;7;0;1
3c551b6d5eaf8e17b2fd702f7af28533eb1e6b56;232;1;0;1
3c5b2aec0f88c48255f502a80a389d3e561a688c;280;0;0;9
3c61ec73bc3918f6108966038e9f51c0a5ca0c5a;500;0;0;0
3c6bb32342fccf5d2b77a21114af338ec82b6b9a;429;0;0;9
3c8451d1ff46e6fd2bc5de8122bbf47696cf303e;880;1;0;7
3c85bc233690f964a178ab2e4ba4203a6bb988c7;285;0;0;0
3c9b977265309d8953641e3180f2b99969a30c20;260;0;1;0
3cab3103c6f83fa31e11a7d906476f07572ff184;5149;1;0;9
3caf19bc3e9318c93bb932137828e78947037f3a;260;3;1;2
3cb02a520d1bede2a3cb48a5d4642d1dbbdf2e8c;807;1;0;1
3cbba2568d43148c18f39863b8de5f3c4f0c5fe2;607;1;1;1
3cc22ac15b0b5ac30dbc0a8b57e84bed30852775;280;0;1;2
3cdbc38ca82432499d512506505c449a40a6ec1e;240;0;0;9
3ce29098c731672b66c3e19cbb0500751722a253;350;2;0;7
3ced9ea4b44c485bf630694dcf730669d02a172b;520;2;1;9
3cf8a52fb91799a9af6216c42db6f0d65c92b720;900;1;1;9
3cfc7692abd9569677c8c6314ecd719811e243b2;565;1;1;0
3d1a863869a1e18973764c52e9f980cd5d429a4c;914;2;0;2
3d520f55b6d00e70fff18c8177f692cd9eb185ce;1053;1;0;7
3d7ef3b9271ae42c2d34a1756f3357235fd0b07f;653;5;1;5
3dc7a35919835e5597fd97d29834c9ec51ffa973;1750;0;0;2
3dde114e3560695d08f7d8b39f6da063f8cd34c7;538;9;1;9
3df73accfaebdf2fa404052213ff394dd84fdc94;800;2;0;9
3dfed04ec16055e81096fd6db05c8dd674ab182c;840;6;1;9
3e3708c07d06ab0ac728a7fba52944d6bd6ac872;315;0;1;9
3e4e59bdd681c3f4bd667dcc86531bf058c9362f;852;2;1;1
3e5f73235754f0dc9fb97e8a8ca7d90ef651b5b7;1129;1;1;1
3e70c93f5438af8e41ba95b30de545e45ddd0986;405;7;1;0
3e9464f231e05c4b3271cb5554b20640f683c53f;540;1;0;1
3eb501c9547411fd8b2562fac84faec02ebae2d8;1080;2;1;2
3ed1cba14bf7826ae62cee65f7b5d729e42022df;395;2;1;0
3edf862e216eaadd58fc0eb3d10a13f2241139df;486;2;0;9
3ee9ca727ca4ffca3307c6c630c3d204d41ac335;440;1;1;1
3ef0b5498624a39cba510074e29dd1d13e6d725f;699;2;0;2
3ef28469c509cdddbcaca47e150988d00b60d784;240;0;0;1
3efe9458586d1e8eef2964f97dbfa666f3521638;257;9;1;9
3f0a0cc13fc02ac3e7a4d9b3a6e00a9e53106640;940;3;1;6
3f25035a8c844297e464e0f1e8744bf9b12d05e0;190;0;1;2
3f654682418599c05d0b94205f19933c50c1fd31;1025;2;0;2
3f7abc29e9bd2ed8231958ec2f7611b42eac0e4c;100;7;1;7
3f7bc2382f555bfcebae324773bdb7a5736ac099;640;6;1;6
3fb93188e1809b3e166ffc63b6e0f4b53517e24a;790;1;1;1
3fc1dbc7a19c96aea2994da2e17518e0ca0b7008;1218;9;1;9
3fd72df16f1c294cb348e7a2476e9c2f3c30c9e0;599;7;1;1
4014141321ba32f5b759b5889b87581cad0f228f;1548;0;1;9
4023b7c933f7f43865a0f5037e0731f2274e9180;320;3;1;3
402a0965ffe6d5b25643f27d348f0678b34da49a;400;9;1;9
404a62211668011d59556bdf7c3810965c9184fd;500;2;1;2
404e163739b2c9b3f0be3f977e6c698bac81f1e9;1040;6;0;6
405136daf95e16ce3453197211594103c588ee8d;249;0;0;1
40730815ab40e0cc92077b1d425dd5e43019c1a1;700;7;0;1
40b70558bc74809cb7522e2247495c46c1be75eb;350;7;1;7
40bf0937fccc56564e5c7db08ddbc6eb2af90220;285;2;1;0
40c4b80fc3fc2fa2f03bb6463d14c1fe6128388b;1585;0;0;9
40cf653735439c70f8fea33162d50de137ba8861;800;9;1;9
40d9313b734e0b6c1a121dcf5d3d1cd319f211ab;350;2;0;7
40e1e99acc29afd4bec23c3e5a4a7a90fb09f309;201;1;1;1
4145c5007f469881624cef5e86ace58a5c93d849;659;9;1;1
4155ecd6d9b82c3cd59e4548b1bf5bfa36989ba2;150;9;1;9
4162e008fb9e0d5d772644123f4762286d1befeb;474;1;1;1
418108f217aed7cf83a237c7022cf133b8d9b833;985;2;1;9
41851372bc80515c51e0a324842bff91fe4f15d1;480;7;1;7
419128ac6de903ec24808209d22ee7421c65b9af;600;2;1;2
4192abcfdddfd8f395b25558f1da1a1f3991a29e;1180;2;1;2
